s,C,C,C
 6.7000000E+002, 1.2159956E+002, 2.2201152E+002, 0.0000000E+000
 6.9000000E+002, 1.2089075E+002, 2.2154655E+002, 0.0000000E+000
 7.1000000E+002, 1.2020181E+002, 2.2106523E+002, 0.0000000E+000
 7.2000000E+002, 1.1986333E+002, 2.2081870E+002, 0.0000000E+000
 7.4000000E+002, 1.1920225E+002, 2.2031435E+002, 0.0000000E+000
 7.6000000E+002, 1.1855842E+002, 2.1979568E+002, 0.0000000E+000
 7.8000000E+002, 1.1793095E+002, 2.1926346E+002, 0.0000000E+000
 8.0000000E+002, 1.1731897E+002, 2.1871843E+002, 0.0000000E+000
 8.1000000E+002, 1.1701929E+002, 2.1844135E+002, 0.0000000E+000
 8.3000000E+002, 1.1642905E+002, 2.1787849E+002, 0.0000000E+000
 8.5000000E+002, 1.1585243E+002, 2.1730464E+002, 0.0000000E+000
 8.7000000E+002, 1.1528879E+002, 2.1672047E+002, 0.0000000E+000
 8.9000000E+002, 1.1473748E+002, 2.1612663E+002, 0.0000000E+000
 9.0000000E+002, 1.1446576E+002, 2.1582628E+002, 0.0000000E+000
 9.2000000E+002, 1.1393190E+002, 2.1521909E+002, 0.0000000E+000
 9.4000000E+002, 1.1340897E+002, 2.1460374E+002, 0.0000000E+000
 9.6000000E+002, 1.1289645E+002, 2.1398079E+002, 0.0000000E+000
 9.8000000E+002, 1.1239388E+002, 2.1335078E+002, 0.0000000E+000
 9.9000000E+002, 1.1214654E+002, 2.1303329E+002, 0.0000000E+000
 1.0100000E+003, 1.1165801E+002, 2.1239365E+002, 0.0000000E+000
 1.0300000E+003, 1.1117836E+002, 2.1174817E+002, 0.0000000E+000
 1.0500000E+003, 1.1070718E+002, 2.1109732E+002, 0.0000000E+000
 1.0700000E+003, 1.1024409E+002, 2.1044153E+002, 0.0000000E+000
 1.0800000E+003, 1.1001523E+002, 2.1011191E+002, 0.0000000E+000
 1.1000000E+003, 1.0956367E+002, 2.0944948E+002, 0.0000000E+000
 1.1200000E+003, 1.0911935E+002, 2.0878311E+002, 0.0000000E+000
 1.1400000E+003, 1.0868199E+002, 2.0811316E+002, 0.0000000E+000
 1.1600000E+003, 1.0825128E+002, 2.0743996E+002, 0.0000000E+000
 1.1700000E+003, 1.0803851E+002, 2.0710225E+002, 0.0000000E+000
 1.1900000E+003, 1.0761726E+002, 2.0642480E+002, 0.0000000E+000
 1.2100000E+003, 1.0720200E+002, 2.0574490E+002, 0.0000000E+000
 1.2300000E+003, 1.0679249E+002, 2.0506285E+002, 0.0000000E+000
 1.2500000E+003, 1.0638850E+002, 2.0437891E+002, 0.0000000E+000
 1.2600000E+003, 1.0618837E+002, 2.0403630E+002, 0.0000000E+000
 1.2800000E+003, 1.0579224E+002, 2.0335001E+002, 0.0000000E+000
 1.3000000E+003, 1.0540110E+002, 2.0266243E+002, 0.0000000E+000
 1.3200000E+003, 1.0501476E+002, 2.0197380E+002, 0.0000000E+000
 1.3400000E+003, 1.0463300E+002, 2.0128436E+002, 0.0000000E+000
 1.3500000E+003, 1.0444389E+002, 2.0093939E+002, 0.0000000E+000
 1.3700000E+003, 1.0406872E+002, 2.0024907E+002, 0.0000000E+000
 1.3900000E+003, 1.0369772E+002, 1.9955840E+002, 0.0000000E+000
 1.4100000E+003, 1.0333076E+002, 1.9886757E+002, 0.0000000E+000
 1.4300000E+003, 1.0296767E+002, 1.9817673E+002, 0.0000000E+000
 1.4400000E+003, 1.0278748E+002, 1.9783136E+002, 0.0000000E+000
 1.4600000E+003, 1.0242994E+002, 1.9714082E+002, 0.0000000E+000
 1.4800000E+003, 1.0207594E+002, 1.9645065E+002, 0.0000000E+000
 1.5000000E+003, 1.0172536E+002, 1.9576099E+002, 0.0000000E+000
 1.5200000E+003, 1.0137807E+002, 1.9507198E+002, 0.0000000E+000
 1.5300000E+003, 1.0120567E+002, 1.9472774E+002, 0.0000000E+000
 1.5500000E+003, 1.0086311E+002, 1.9403992E+002, 0.0000000E+000
 1.5700000E+003, 1.0052356E+002, 1.9335301E+002, 0.0000000E+000
 1.5900000E+003, 1.0018693E+002, 1.9266716E+002, 0.0000000E+000
 1.6100000E+003, 9.9853119E+001, 1.9198244E+002, 0.0000000E+000
 1.6200000E+003, 9.9687210E+001, 1.9164053E+002, 0.0000000E+000
 1.6400000E+003, 9.9357468E+001, 1.9095769E+002, 0.0000000E+000
 1.6600000E+003, 9.9030327E+001, 1.9027620E+002, 0.0000000E+000
 1.6800000E+003, 9.8705704E+001, 1.8959616E+002, 0.0000000E+000
 1.7000000E+003, 9.8383522E+001, 1.8891765E+002, 0.0000000E+000
 1.7100000E+003, 9.8223351E+001, 1.8857898E+002, 0.0000000E+000
 1.7300000E+003, 9.7904694E+001, 1.8790286E+002, 0.0000000E+000
 1.7500000E+003, 9.7588295E+001, 1.8722844E+002, 0.0000000E+000
 1.7700000E+003, 9.7274094E+001, 1.8655576E+002, 0.0000000E+000
 1.7900000E+003, 9.6962036E+001, 1.8588489E+002, 0.0000000E+000
 1.8000000E+003, 9.6806763E+001, 1.8555014E+002, 0.0000000E+000
 1.8200000E+003, 9.6497787E+001, 1.8488206E+002, 0.0000000E+000
 1.8400000E+003, 9.6190804E+001, 1.8421593E+002, 0.0000000E+000
 1.8600000E+003, 9.5885757E+001, 1.8355177E+002, 0.0000000E+000
 1.8800000E+003, 9.5582596E+001, 1.8288963E+002, 0.0000000E+000
 1.8900000E+003, 9.5431717E+001, 1.8255933E+002, 0.0000000E+000
 1.9100000E+003, 9.5131287E+001, 1.8190028E+002, 0.0000000E+000
 1.9300000E+003, 9.4832626E+001, 1.8124335E+002, 0.0000000E+000
 1.9500000E+003, 9.4535690E+001, 1.8058856E+002, 0.0000000E+000
 1.9700000E+003, 9.4240433E+001, 1.7993596E+002, 0.0000000E+000
 1.9800000E+003, 9.4093414E+001, 1.7961047E+002, 0.0000000E+000
 2.0000000E+003, 9.3800606E+001, 1.7896118E+002, 0.0000000E+000
 2.0200000E+003, 9.3509384E+001, 1.7831412E+002, 0.0000000E+000
 2.0400000E+003, 9.3219719E+001, 1.7766933E+002, 0.0000000E+000
 2.0600000E+003, 9.2931564E+001, 1.7702682E+002, 0.0000000E+000
 2.0700000E+003, 9.2788048E+001, 1.7670644E+002, 0.0000000E+000
 2.0900000E+003, 9.2502106E+001, 1.7606740E+002, 0.0000000E+000
 2.1100000E+003, 9.2217606E+001, 1.7543069E+002, 0.0000000E+000
 2.1300000E+003, 9.1934509E+001, 1.7479633E+002, 0.0000000E+000
 2.1500000E+003, 9.1652794E+001, 1.7416432E+002, 0.0000000E+000
 2.1600000E+003, 9.1512436E+001, 1.7384921E+002, 0.0000000E+000
 2.1800000E+003, 9.1232742E+001, 1.7322078E+002, 0.0000000E+000
 2.2000000E+003, 9.0954369E+001, 1.7259473E+002, 0.0000000E+000
 2.2200000E+003, 9.0677284E+001, 1.7197108E+002, 0.0000000E+000
 2.2400000E+003, 9.0401466E+001, 1.7134984E+002, 0.0000000E+000
 2.2500000E+003, 9.0264030E+001, 1.7104013E+002, 0.0000000E+000
 2.2700000E+003, 8.9990074E+001, 1.7042250E+002, 0.0000000E+000
 2.2900000E+003, 8.9717331E+001, 1.6980731E+002, 0.0000000E+000
 2.3100000E+003, 8.9445793E+001, 1.6919455E+002, 0.0000000E+000
 2.3300000E+003, 8.9175423E+001, 1.6858421E+002, 0.0000000E+000
 2.3400000E+003, 8.9040672E+001, 1.6827995E+002, 0.0000000E+000
 2.3600000E+003, 8.8772034E+001, 1.6767326E+002, 0.0000000E+000
 2.3800000E+003, 8.8504532E+001, 1.6706902E+002, 0.0000000E+000
 2.4000000E+003, 8.8238144E+001, 1.6646721E+002, 0.0000000E+000
 2.4200000E+003, 8.7972855E+001, 1.6586784E+002, 0.0000000E+000
 2.4300000E+003, 8.7840622E+001, 1.6556908E+002, 0.0000000E+000
 2.4500000E+003, 8.7576958E+001, 1.6497336E+002, 0.0000000E+000
 2.4700000E+003, 8.7314354E+001, 1.6438008E+002, 0.0000000E+000
 2.4900000E+003, 8.7052803E+001, 1.6378925E+002, 0.0000000E+000
 2.5100000E+003, 8.6792282E+001, 1.6320084E+002, 0.0000000E+000
 2.5200000E+003, 8.6662407E+001, 1.6290755E+002, 0.0000000E+000
 2.5400000E+003, 8.6403419E+001, 1.6232277E+002, 0.0000000E+000
 2.5600000E+003, 8.6145439E+001, 1.6174043E+002, 0.0000000E+000
 2.5800000E+003, 8.5888451E+001, 1.6116051E+002, 0.0000000E+000
 2.6000000E+003, 8.5632446E+001, 1.6058301E+002, 0.0000000E+000
 2.6100000E+003, 8.5504807E+001, 1.6029515E+002, 0.0000000E+000
 2.6300000E+003, 8.5250252E+001, 1.5972125E+002, 0.0000000E+000
 2.6500000E+003, 8.4996658E+001, 1.5914977E+002, 0.0000000E+000
 2.6700000E+003, 8.4744011E+001, 1.5858067E+002, 0.0000000E+000
 2.6900000E+003, 8.4492294E+001, 1.5801396E+002, 0.0000000E+000
 2.7000000E+003, 8.4366783E+001, 1.5773151E+002, 0.0000000E+000
 2.7200000E+003, 8.4116455E+001, 1.5716838E+002, 0.0000000E+000
 2.7400000E+003, 8.3867043E+001, 1.5660762E+002, 0.0000000E+000
 2.7600000E+003, 8.3618538E+001, 1.5604922E+002, 0.0000000E+000
 2.7800000E+003, 8.3370926E+001, 1.5549319E+002, 0.0000000E+000
 2.7900000E+003, 8.3247452E+001, 1.5521606E+002, 0.0000000E+000
 2.8100000E+003, 8.3001175E+001, 1.5466356E+002, 0.0000000E+000
 2.8300000E+003, 8.2755775E+001, 1.5411339E+002, 0.0000000E+000
 2.8500000E+003, 8.2511246E+001, 1.5356557E+002, 0.0000000E+000
 2.8700000E+003, 8.2267578E+001, 1.5302005E+002, 0.0000000E+000
 2.8800000E+003, 8.2146072E+001, 1.5274817E+002, 0.0000000E+000
 2.9000000E+003, 8.1903687E+001, 1.5220613E+002, 0.0000000E+000
 2.9200000E+003, 8.1662148E+001, 1.5166640E+002, 0.0000000E+000
 2.9400000E+003, 8.1421455E+001, 1.5112895E+002, 0.0000000E+000
 2.9600000E+003, 8.1181595E+001, 1.5059380E+002, 0.0000000E+000
 2.9700000E+003, 8.1061974E+001, 1.5032707E+002, 0.0000000E+000
 2.9900000E+003, 8.0823357E+001, 1.4979532E+002, 0.0000000E+000
 3.0100000E+003, 8.0585556E+001, 1.4926584E+002, 0.0000000E+000
 3.0300000E+003, 8.0348564E+001, 1.4873862E+002, 0.0000000E+000
 3.0500000E+003, 8.0112389E+001, 1.4821362E+002, 0.0000000E+000
 3.0600000E+003, 7.9994598E+001, 1.4795198E+002, 0.0000000E+000
 3.0800000E+003, 7.9759621E+001, 1.4743034E+002, 0.0000000E+000
 3.1000000E+003, 7.9525444E+001, 1.4691092E+002, 0.0000000E+000
 3.1200000E+003, 7.9292053E+001, 1.4639372E+002, 0.0000000E+000
 3.1400000E+003, 7.9059448E+001, 1.4587871E+002, 0.0000000E+000
 3.1500000E+003, 7.8943443E+001, 1.4562202E+002, 0.0000000E+000
 3.1700000E+003, 7.8712013E+001, 1.4511031E+002, 0.0000000E+000
 3.1900000E+003, 7.8481346E+001, 1.4460077E+002, 0.0000000E+000
 3.2100000E+003, 7.8251457E+001, 1.4409340E+002, 0.0000000E+000
 3.2300000E+003, 7.8022331E+001, 1.4358818E+002, 0.0000000E+000
 3.2400000E+003, 7.7908058E+001, 1.4333636E+002, 0.0000000E+000
 3.2600000E+003, 7.7680069E+001, 1.4283437E+002, 0.0000000E+000
 3.2800000E+003, 7.7452843E+001, 1.4233450E+002, 0.0000000E+000
 3.3000000E+003, 7.7226364E+001, 1.4183676E+002, 0.0000000E+000
 3.3200000E+003, 7.7000626E+001, 1.4134113E+002, 0.0000000E+000
 3.3300000E+003, 7.6888039E+001, 1.4109410E+002, 0.0000000E+000
 3.3500000E+003, 7.6663422E+001, 1.4060162E+002, 0.0000000E+000
 3.3700000E+003, 7.6439537E+001, 1.4011122E+002, 0.0000000E+000
 3.3900000E+003, 7.6216385E+001, 1.3962291E+002, 0.0000000E+000
 3.4100000E+003, 7.5993965E+001, 1.3913667E+002, 0.0000000E+000
 3.4200000E+003, 7.5883026E+001, 1.3889432E+002, 0.0000000E+000
 3.4400000E+003, 7.5661690E+001, 1.3841115E+002, 0.0000000E+000
 3.4600000E+003, 7.5441078E+001, 1.3793004E+002, 0.0000000E+000
 3.4800000E+003, 7.5221184E+001, 1.3745096E+002, 0.0000000E+000
 3.5000000E+003, 7.5001999E+001, 1.3697389E+002, 0.0000000E+000
 3.5100000E+003, 7.4892677E+001, 1.3673611E+002, 0.0000000E+000
 3.5300000E+003, 7.4674561E+001, 1.3626208E+002, 0.0000000E+000
 3.5500000E+003, 7.4457146E+001, 1.3579004E+002, 0.0000000E+000
 3.5700000E+003, 7.4240440E+001, 1.3531999E+002, 0.0000000E+000
 3.5900000E+003, 7.4024429E+001, 1.3485191E+002, 0.0000000E+000
 3.6000000E+003, 7.3916687E+001, 1.3461862E+002, 0.0000000E+000
 3.6200000E+003, 7.3701721E+001, 1.3415350E+002, 0.0000000E+000
 3.6400000E+003, 7.3487442E+001, 1.3369034E+002, 0.0000000E+000
 3.6600000E+003, 7.3273857E+001, 1.3322911E+002, 0.0000000E+000
 3.6800000E+003, 7.3060959E+001, 1.3276984E+002, 0.0000000E+000
 3.6900000E+003, 7.2954765E+001, 1.3254091E+002, 0.0000000E+000
 3.7100000E+003, 7.2742882E+001, 1.3208452E+002, 0.0000000E+000
 3.7300000E+003, 7.2531685E+001, 1.3163004E+002, 0.0000000E+000
 3.7500000E+003, 7.2321159E+001, 1.3117746E+002, 0.0000000E+000
 3.7700000E+003, 7.2111313E+001, 1.3072676E+002, 0.0000000E+000
 3.7800000E+003, 7.2006638E+001, 1.3050214E+002, 0.0000000E+000
 3.8000000E+003, 7.1797791E+001, 1.3005426E+002, 0.0000000E+000
 3.8200000E+003, 7.1589607E+001, 1.2960828E+002, 0.0000000E+000
 3.8400000E+003, 7.1382088E+001, 1.2916414E+002, 0.0000000E+000
 3.8600000E+003, 7.1175232E+001, 1.2872185E+002, 0.0000000E+000
 3.8700000E+003, 7.1072052E+001, 1.2850140E+002, 0.0000000E+000
 3.8900000E+003, 7.0866180E+001, 1.2806187E+002, 0.0000000E+000
 3.9100000E+003, 7.0660957E+001, 1.2762418E+002, 0.0000000E+000
 3.9300000E+003, 7.0456390E+001, 1.2718831E+002, 0.0000000E+000
 3.9500000E+003, 7.0252480E+001, 1.2675424E+002, 0.0000000E+000
 3.9600000E+003, 7.0150757E+001, 1.2653788E+002, 0.0000000E+000
 3.9800000E+003, 6.9947807E+001, 1.2610651E+002, 0.0000000E+000
 4.0000000E+003, 6.9745506E+001, 1.2567693E+002, 0.0000000E+000
 4.0200000E+003, 6.9543839E+001, 1.2524912E+002, 0.0000000E+000
 4.0400000E+003, 6.9342804E+001, 1.2482309E+002, 0.0000000E+000
 4.0500000E+003, 6.9242531E+001, 1.2461073E+002, 0.0000000E+000
 4.0700000E+003, 6.9042458E+001, 1.2418733E+002, 0.0000000E+000
 4.0900000E+003, 6.8843010E+001, 1.2376568E+002, 0.0000000E+000
 4.1100000E+003, 6.8644188E+001, 1.2334576E+002, 0.0000000E+000
 4.1300000E+003, 6.8445999E+001, 1.2292758E+002, 0.0000000E+000
 4.1400000E+003, 6.8347145E+001, 1.2271913E+002, 0.0000000E+000
 4.1600000E+003, 6.8149887E+001, 1.2230353E+002, 0.0000000E+000
 4.1800000E+003, 6.7953255E+001, 1.2188963E+002, 0.0000000E+000
 4.2000000E+003, 6.7757240E+001, 1.2147742E+002, 0.0000000E+000
 4.2200000E+003, 6.7561844E+001, 1.2106692E+002, 0.0000000E+000
 4.2300000E+003, 6.7464371E+001, 1.2086230E+002, 0.0000000E+000
 4.2500000E+003, 6.7269897E+001, 1.2045431E+002, 0.0000000E+000
 4.2700000E+003, 6.7076027E+001, 1.2004798E+002, 0.0000000E+000
 4.2900000E+003, 6.6882774E+001, 1.1964333E+002, 0.0000000E+000
 4.3100000E+003, 6.6690117E+001, 1.1924032E+002, 0.0000000E+000
 4.3200000E+003, 6.6594017E+001, 1.1903943E+002, 0.0000000E+000
 4.3400000E+003, 6.6402275E+001, 1.1863889E+002, 0.0000000E+000
 4.3600000E+003, 6.6211128E+001, 1.1823997E+002, 0.0000000E+000
 4.3800000E+003, 6.6020576E+001, 1.1784268E+002, 0.0000000E+000
 4.4000000E+003, 6.5830627E+001, 1.1744701E+002, 0.0000000E+000
 4.4100000E+003, 6.5735878E+001, 1.1724978E+002, 0.0000000E+000
 4.4300000E+003, 6.5546814E+001, 1.1685651E+002, 0.0000000E+000
 4.4500000E+003, 6.5358345E+001, 1.1646484E+002, 0.0000000E+000
 4.4700000E+003, 6.5170464E+001, 1.1607476E+002, 0.0000000E+000
 4.4900000E+003, 6.4983177E+001, 1.1568626E+002, 0.0000000E+000
 4.5000000E+003, 6.4889748E+001, 1.1549259E+002, 0.0000000E+000
 4.5200000E+003, 6.4703331E+001, 1.1510645E+002, 0.0000000E+000
 4.5400000E+003, 6.4517494E+001, 1.1472186E+002, 0.0000000E+000
 4.5600000E+003, 6.4332237E+001, 1.1433882E+002, 0.0000000E+000
 4.5800000E+003, 6.4147560E+001, 1.1395733E+002, 0.0000000E+000
 4.5900000E+003, 6.4055443E+001, 1.1376716E+002, 0.0000000E+000
 4.6100000E+003, 6.3871624E+001, 1.1338797E+002, 0.0000000E+000
 4.6300000E+003, 6.3688381E+001, 1.1301030E+002, 0.0000000E+000
 4.6500000E+003, 6.3505711E+001, 1.1263416E+002, 0.0000000E+000
 4.6700000E+003, 6.3323605E+001, 1.1225951E+002, 0.0000000E+000
 4.6800000E+003, 6.3232765E+001, 1.1207276E+002, 0.0000000E+000
 4.7000000E+003, 6.3051510E+001, 1.1170037E+002, 0.0000000E+000
 4.7200000E+003, 6.2870819E+001, 1.1132948E+002, 0.0000000E+000
 4.7400000E+003, 6.2690693E+001, 1.1096007E+002, 0.0000000E+000
 4.7600000E+003, 6.2511120E+001, 1.1059212E+002, 0.0000000E+000
 4.7700000E+003, 6.2421547E+001, 1.1040871E+002, 0.0000000E+000
 4.7900000E+003, 6.2242813E+001, 1.1004298E+002, 0.0000000E+000
 4.8100000E+003, 6.2064632E+001, 1.0967870E+002, 0.0000000E+000
 4.8300000E+003, 6.1887005E+001, 1.0931587E+002, 0.0000000E+000
 4.8500000E+003, 6.1709930E+001, 1.0895449E+002, 0.0000000E+000
 4.8600000E+003, 6.1621597E+001, 1.0877434E+002, 0.0000000E+000
 4.8800000E+003, 6.1445343E+001, 1.0841512E+002, 0.0000000E+000
 4.9000000E+003, 6.1269638E+001, 1.0805731E+002, 0.0000000E+000
 4.9200000E+003, 6.1094475E+001, 1.0770093E+002, 0.0000000E+000
 4.9400000E+003, 6.0919853E+001, 1.0734595E+002, 0.0000000E+000
 4.9500000E+003, 6.0832748E+001, 1.0716900E+002, 0.0000000E+000
 4.9700000E+003, 6.0658936E+001, 1.0681613E+002, 0.0000000E+000
 4.9900000E+003, 6.0485664E+001, 1.0646466E+002, 0.0000000E+000
 5.0100000E+003, 6.0312927E+001, 1.0611457E+002, 0.0000000E+000
 5.0300000E+003, 6.0140724E+001, 1.0576587E+002, 0.0000000E+000
 5.0400000E+003, 6.0054825E+001, 1.0559203E+002, 0.0000000E+000
 5.0600000E+003, 5.9883419E+001, 1.0524539E+002, 0.0000000E+000
 5.0800000E+003, 5.9712543E+001, 1.0490012E+002, 0.0000000E+000
 5.1000000E+003, 5.9542194E+001, 1.0455620E+002, 0.0000000E+000
 5.1200000E+003, 5.9372372E+001, 1.0421362E+002, 0.0000000E+000
 5.1300000E+003, 5.9287659E+001, 1.0404285E+002, 0.0000000E+000
 5.1500000E+003, 5.9118622E+001, 1.0370229E+002, 0.0000000E+000
 5.1700000E+003, 5.8950104E+001, 1.0336307E+002, 0.0000000E+000
 5.1900000E+003, 5.8782108E+001, 1.0302518E+002, 0.0000000E+000
 5.2100000E+003, 5.8614632E+001, 1.0268861E+002, 0.0000000E+000
 5.2200000E+003, 5.8531086E+001, 1.0252081E+002, 0.0000000E+000
 5.2400000E+003, 5.8364380E+001, 1.0218622E+002, 0.0000000E+000
 5.2600000E+003, 5.8198189E+001, 1.0185292E+002, 0.0000000E+000
 5.2800000E+003, 5.8032505E+001, 1.0152093E+002, 0.0000000E+000
 5.3000000E+003, 5.7867336E+001, 1.0119023E+002, 0.0000000E+000
 5.3100000E+003, 5.7784943E+001, 1.0102536E+002, 0.0000000E+000
 5.3300000E+003, 5.7620533E+001, 1.0069659E+002, 0.0000000E+000
 5.3500000E+003, 5.7456631E+001, 1.0036909E+002, 0.0000000E+000
 5.3700000E+003, 5.7293228E+001, 1.0004287E+002, 0.0000000E+000
 5.3900000E+003, 5.7130333E+001, 9.9717911E+001, 0.0000000E+000
 5.4000000E+003, 5.7049072E+001, 9.9555908E+001, 0.0000000E+000
 5.4200000E+003, 5.6886921E+001, 9.9232834E+001, 0.0000000E+000
 5.4400000E+003, 5.6725273E+001, 9.8911018E+001, 0.0000000E+000
 5.4600000E+003, 5.6564117E+001, 9.8590439E+001, 0.0000000E+000
 5.4800000E+003, 5.6403458E+001, 9.8271103E+001, 0.0000000E+000
 5.4900000E+003, 5.6323315E+001, 9.8111900E+001, 0.0000000E+000
 5.5100000E+003, 5.6163395E+001, 9.7794403E+001, 0.0000000E+000
 5.5300000E+003, 5.6003963E+001, 9.7478134E+001, 0.0000000E+000
 5.5500000E+003, 5.5845020E+001, 9.7163086E+001, 0.0000000E+000
 5.5700000E+003, 5.5686565E+001, 9.6849251E+001, 0.0000000E+000
 5.5800000E+003, 5.5607521E+001, 9.6692787E+001, 0.0000000E+000
 5.6000000E+003, 5.5449791E+001, 9.6380753E+001, 0.0000000E+000
 5.6200000E+003, 5.5292545E+001, 9.6069923E+001, 0.0000000E+000
 5.6400000E+003, 5.5135784E+001, 9.5760277E+001, 0.0000000E+000
 5.6600000E+003, 5.4979500E+001, 9.5451820E+001, 0.0000000E+000
 5.6700000E+003, 5.4901535E+001, 9.5298042E+001, 0.0000000E+000
 5.6900000E+003, 5.4745968E+001, 9.4991356E+001, 0.0000000E+000
 5.7100000E+003, 5.4590874E+001, 9.4685837E+001, 0.0000000E+000
 5.7300000E+003, 5.4436256E+001, 9.4381493E+001, 0.0000000E+000
 5.7500000E+003, 5.4282112E+001, 9.4078308E+001, 0.0000000E+000
 5.7600000E+003, 5.4205215E+001, 9.3927147E+001, 0.0000000E+000
 5.7800000E+003, 5.4051773E+001, 9.3625694E+001, 0.0000000E+000
 5.8000000E+003, 5.3898800E+001, 9.3325386E+001, 0.0000000E+000
 5.8200000E+003, 5.3746296E+001, 9.3026222E+001, 0.0000000E+000
 5.8400000E+003, 5.3594254E+001, 9.2728195E+001, 0.0000000E+000
 5.8500000E+003, 5.3518410E+001, 9.2579605E+001, 0.0000000E+000
 5.8700000E+003, 5.3367065E+001, 9.2283272E+001, 0.0000000E+000
 5.8900000E+003, 5.3216179E+001, 9.1988060E+001, 0.0000000E+000
 5.9100000E+003, 5.3065754E+001, 9.1693970E+001, 0.0000000E+000
 5.9300000E+003, 5.2915791E+001, 9.1400993E+001, 0.0000000E+000
 5.9400000E+003, 5.2840977E+001, 9.1254921E+001, 0.0000000E+000
 5.9600000E+003, 5.2691696E+001, 9.0963600E+001, 0.0000000E+000
 5.9800000E+003, 5.2542866E+001, 9.0673386E+001, 0.0000000E+000
 6.0000000E+003, 5.2394493E+001, 9.0384262E+001, 0.0000000E+000
 6.0200000E+003, 5.2246571E+001, 9.0096230E+001, 0.0000000E+000
 6.0300000E+003, 5.2172775E+001, 8.9952614E+001, 0.0000000E+000
 6.0500000E+003, 5.2025528E+001, 8.9666206E+001, 0.0000000E+000
 6.0700000E+003, 5.1878727E+001, 8.9380875E+001, 0.0000000E+000
 6.0900000E+003, 5.1732372E+001, 8.9096619E+001, 0.0000000E+000
 6.1100000E+003, 5.1586460E+001, 8.8813431E+001, 0.0000000E+000
 6.1200000E+003, 5.1513672E+001, 8.8672234E+001, 0.0000000E+000
 6.1400000E+003, 5.1368423E+001, 8.8390633E+001, 0.0000000E+000
 6.1600000E+003, 5.1223618E+001, 8.8110085E+001, 0.0000000E+000
 6.1800000E+003, 5.1079250E+001, 8.7830589E+001, 0.0000000E+000
 6.2000000E+003, 5.0935322E+001, 8.7552139E+001, 0.0000000E+000
 6.2100000E+003, 5.0863522E+001, 8.7413307E+001, 0.0000000E+000
 6.2300000E+003, 5.0720245E+001, 8.7136414E+001, 0.0000000E+000
 6.2500000E+003, 5.0577408E+001, 8.6860558E+001, 0.0000000E+000
 6.2700000E+003, 5.0434998E+001, 8.6585732E+001, 0.0000000E+000
